date,AQI,grade,PM25,PM10,SO2,CO,NO2,O3_8h
2013-12-02,223,重度污染,173,219,65,1.8,111,31
2013-12-03,246,重度污染,196,222,51,1.8,125,33
2013-12-04,260,重度污染,210,265,31,2.3,111,52
2013-12-05,305,严重污染,255,288,40,2.3,126,52
2013-12-06,412,严重污染,368,373,40,2.9,105,12
2013-12-07,293,重度污染,243,285,27,2.4,94,84
2013-12-08,242,重度污染,192,215,27,1.6,92,34
2013-12-09,269,重度污染,219,319,31,2.1,86,24
2013-12-10,118,轻度污染,89,119,36,1.2,70,30
2013-12-11,117,轻度污染,89,128,33,1.3,74,32
2013-12-12,163,中度污染,124,174,44,1.5,93,30
2013-12-13,222,重度污染,172,232,41,1.6,92,44
2013-12-14,90,良,67,96,24,1.0,77,26
2013-12-15,139,轻度污染,106,131,22,1.1,62,58
2013-12-16,50,优,31,50,13,0.7,44,41
2013-12-17,46,优,32,34,11,0.7,40,28
2013-12-18,100,良,75,87,25,0.9,48,36
2013-12-19,145,轻度污染,111,134,36,1.2,57,36
2013-12-20,250,重度污染,200,237,63,2.0,86,21
2013-12-21,120,轻度污染,91,100,48,1.1,69,48
2013-12-22,126,轻度污染,96,117,38,1.1,71,45
2013-12-23,139,轻度污染,106,132,32,1.4,79,41
2013-12-24,222,重度污染,172,215,64,1.9,90,32
2013-12-25,243,重度污染,193,250,54,2.4,102,36
2013-12-26,312,严重污染,262,315,66,2.4,105,19
2013-12-27,69,良,50,72,32,0.8,51,38
2013-12-28,103,轻度污染,77,98,35,1.1,69,36
2013-12-29,161,中度污染,123,143,47,1.6,77,37
2013-12-30,165,中度污染,126,154,48,1.4,86,56
2013-12-31,105,轻度污染,79,102,33,1.1,82,76
2014-01-01,140,轻度污染,107,124,35,1.3,96,74
2014-01-02,187,中度污染,141,150,35,1.5,114,56
2014-01-03,235,重度污染,185,173,61,1.9,126,23
2014-01-04,191,中度污染,144,166,43,1.5,71,20
2014-01-05,138,轻度污染,105,119,37,1.1,80,30
2014-01-06,56,良,40,51,20,0.6,57,63
2014-01-07,83,良,61,59,16,0.7,63,40
2014-01-08,83,良,61,49,13,0.8,45,51
2014-01-09,66,良,48,62,25,0.7,46,50
2014-01-10,76,良,56,76,21,0.8,64,57
2014-01-11,91,良,68,68,16,0.9,72,18
2014-01-12,165,中度污染,126,97,31,1.2,69,50
2014-01-13,102,轻度污染,77,83,22,0.7,40,53
2014-01-14,49,优,34,42,21,0.6,52,61
2014-01-15,67,良,49,50,23,0.7,57,63
2014-01-16,112,轻度污染,84,85,26,1.0,76,59
2014-01-17,182,中度污染,137,118,41,1.4,97,59
2014-01-18,270,重度污染,220,171,43,1.6,77,50
2014-01-19,255,重度污染,205,153,32,1.7,91,71
2014-01-20,232,重度污染,182,201,46,1.5,86,44
2014-01-21,85,良,61,120,42,0.9,59,43
2014-01-22,82,良,60,67,31,0.8,65,54
2014-01-23,97,良,73,72,25,0.7,70,69
2014-01-24,86,良,64,69,25,0.7,74,57
2014-01-25,172,中度污染,131,143,25,1.1,70,59
2014-01-26,62,良,45,50,10,0.5,26,82
2014-01-27,44,优,30,44,12,0.5,44,56
2014-01-28,86,良,64,83,18,1.0,50,69
2014-01-29,102,轻度污染,77,81,10,0.9,46,62
2014-01-30,236,重度污染,186,177,16,1.8,60,57
2014-01-31,215,重度污染,165,157,13,1.3,34,74
2014-02-01,113,轻度污染,85,90,14,0.9,37,80
2014-02-02,282,重度污染,232,283,11,2.3,48,42
2014-02-03,93,良,70,106,7,1.0,22,58
2014-02-04,37,优,22,37,9,0.5,14,70
2014-02-05,33,优,19,29,8,0.6,28,66
2014-02-06,21,优,13,16,6,0.6,27,41
2014-02-07,53,良,37,25,7,0.8,26,40
2014-02-08,84,良,62,61,16,1.0,26,57
2014-02-09,81,良,60,66,20,1.0,25,52
2014-02-10,54,良,38,48,15,0.6,20,53
2014-02-11,63,良,46,55,23,0.8,33,55
2014-02-12,63,良,45,60,22,1.1,40,43
2014-02-13,51,良,36,48,15,0.8,31,54
2014-02-14,89,良,66,81,25,1.0,45,71
2014-02-15,62,良,45,64,18,0.6,55,58
2014-02-16,48,优,34,40,8,0.6,51,41
2014-02-17,58,良,41,41,10,1.0,51,32
2014-02-18,38,优,26,26,9,0.6,38,59
2014-02-19,105,轻度污染,79,80,19,1.0,47,49
2014-02-20,136,轻度污染,104,93,36,1.1,49,52
2014-02-21,168,中度污染,128,137,29,1.0,55,90
2014-02-22,113,轻度污染,86,85,18,0.9,49,75
2014-02-23,119,轻度污染,90,106,19,1.0,65,77
2014-02-24,118,轻度污染,89,103,13,0.8,65,44
2014-02-25,44,优,31,21,7,0.6,57,38
2014-02-26,73,良,53,57,12,0.9,53,63
2014-02-27,188,中度污染,141,165,25,1.4,79,17
2014-02-28,128,轻度污染,97,109,13,1.1,58,32
2014-03-01,59,良,42,55,18,0.7,54,46
2014-03-02,106,轻度污染,80,107,32,1.0,53,81
2014-03-03,64,良,45,77,16,0.7,43,86
2014-03-04,44,优,31,44,10,0.7,56,64
2014-03-05,74,良,54,72,17,0.8,36,87
2014-03-06,51,良,34,52,15,0.6,44,67
2014-03-07,52,良,30,54,17,0.7,51,61
2014-03-08,77,良,57,76,15,0.8,45,76
2014-03-09,95,良,71,96,19,1.2,58,78
2014-03-10,174,中度污染,132,171,30,1.4,70,118
2014-03-11,158,中度污染,120,133,17,1.0,43,128
2014-03-12,77,良,56,73,16,0.9,50,67
2014-03-13,63,良,39,76,16,0.6,39,76
2014-03-14,86,良,64,107,25,0.9,65,98
2014-03-15,137,轻度污染,104,152,37,1.0,79,113
2014-03-16,127,轻度污染,96,154,30,0.9,72,125
2014-03-17,102,轻度污染,77,125,22,1.1,66,104
2014-03-18,184,中度污染,139,231,40,1.5,82,132
2014-03-19,132,轻度污染,75,214,19,0.9,48,94
2014-03-20,105,轻度污染,79,107,26,1.1,48,94
2014-03-21,67,良,48,84,33,1.0,57,94
2014-03-22,68,良,48,86,25,0.8,52,121
2014-03-23,72,良,41,73,17,0.8,38,126
2014-03-24,76,良,56,86,28,0.9,58,81
2014-03-25,119,轻度污染,90,92,20,1.2,80,51
2014-03-26,119,轻度污染,91,99,21,1.2,59,106
2014-03-27,82,良,61,73,11,0.8,51,100
2014-03-28,64,良,46,57,12,0.7,45,80
2014-03-29,126,轻度污染,96,97,18,1.4,65,37
2014-03-30,139,轻度污染,106,96,29,1.1,47,135
2014-03-31,106,轻度污染,80,98,22,1.1,67,98
2014-04-01,99,良,74,98,21,1.1,63,85
2014-04-02,88,良,65,93,18,1.3,66,65
2014-04-03,81,良,60,83,21,1.2,52,120
2014-04-04,67,良,42,83,23,0.9,58,120
2014-04-05,107,轻度污染,81,142,31,0.9,69,103
2014-04-06,54,良,22,57,13,0.5,33,96
2014-04-07,75,良,55,85,19,0.7,44,103
2014-04-08,100,良,75,107,17,0.9,60,115
2014-04-09,117,轻度污染,89,112,19,0.8,51,145
2014-04-10,122,轻度污染,67,95,17,0.7,51,184
2014-04-11,87,良,65,103,16,0.6,51,96
2014-04-12,73,良,54,58,13,0.7,39,66
2014-04-13,65,良,47,59,15,0.6,34,99
2014-04-14,97,良,72,99,23,0.7,55,144
2014-04-15,75,良,55,83,15,0.5,37,127
2014-04-16,74,良,54,70,18,0.7,44,104
2014-04-17,161,中度污染,123,138,31,1.5,73,32
2014-04-18,107,轻度污染,81,88,23,1.0,50,86
2014-04-19,56,良,39,39,11,0.7,40,74
2014-04-20,70,良,51,60,13,0.6,30,99
2014-04-21,89,良,66,71,16,0.9,62,73
2014-04-22,100,良,75,89,25,0.9,62,102
2014-04-23,90,良,67,104,28,0.7,65,126
2014-04-24,78,良,57,79,16,0.6,35,123
2014-04-25,54,良,38,45,11,0.5,26,97
2014-04-26,43,优,30,36,11,0.5,30,82
2014-04-27,81,良,60,65,17,1.0,33,53
2014-04-28,75,良,55,63,21,0.8,41,76
2014-04-29,94,良,70,103,30,1.0,56,145
2014-04-30,85,良,63,96,29,0.7,53,139
2014-05-01,122,轻度污染,93,136,31,0.9,58,173
2014-05-02,120,轻度污染,91,175,35,0.8,58,143
2014-05-03,81,良,49,111,22,0.5,38,93
2014-05-04,73,良,53,84,19,0.8,60,69
2014-05-05,68,良,49,84,24,0.5,45,119
2014-05-06,64,良,42,78,20,0.5,45,116
2014-05-07,84,良,57,95,29,0.7,53,141
2014-05-08,108,轻度污染,81,136,27,1.0,67,138
2014-05-09,74,良,54,89,14,0.6,42,95
2014-05-10,66,良,48,71,10,0.7,27,87
2014-05-11,63,良,46,51,15,1.0,29,56
2014-05-12,93,良,70,87,23,1.1,46,151
2014-05-13,95,良,71,115,28,0.9,56,114
2014-05-14,129,轻度污染,98,121,23,1.3,48,148
2014-05-15,103,轻度污染,71,107,28,0.9,44,163
2014-05-16,125,轻度污染,65,119,26,0.8,58,188
2014-05-17,128,轻度污染,98,124,14,0.9,52,116
2014-05-18,58,良,41,49,12,0.7,44,71
2014-05-19,87,良,65,86,16,0.8,60,53
2014-05-20,166,中度污染,126,127,21,1.3,60,186
2014-05-21,152,中度污染,117,174,25,1.0,55,202
2014-05-22,103,轻度污染,77,101,16,0.7,36,155
2014-05-23,63,良,25,51,9,0.5,24,115
2014-05-24,54,良,33,56,10,0.6,26,105
2014-05-25,108,轻度污染,82,103,14,1.1,44,99
2014-05-26,144,轻度污染,110,188,24,1.2,50,202
2014-05-27,162,中度污染,123,240,23,1.0,52,175
2014-05-28,195,中度污染,101,215,25,1.0,41,260
2014-05-29,176,中度污染,133,253,30,1.2,76,230
2014-05-30,146,轻度污染,112,202,28,1.0,58,202
2014-05-31,107,轻度污染,80,95,12,0.7,28,143
2014-06-01,50,优,33,42,6,0.8,27,99
2014-06-02,63,良,46,51,8,0.9,18,103
2014-06-03,68,良,42,55,19,0.8,27,121
2014-06-04,86,良,64,81,31,1.0,44,125
2014-06-05,141,轻度污染,91,100,32,1.2,35,205
2014-06-06,140,轻度污染,70,103,26,0.9,45,204
2014-06-07,161,中度污染,72,112,25,0.9,33,226
2014-06-08,91,良,63,90,21,0.8,33,149
2014-06-09,92,良,44,63,20,0.7,21,150
2014-06-10,61,良,39,61,18,0.8,32,113
2014-06-11,81,良,48,71,20,0.7,34,137
2014-06-12,136,轻度污染,71,106,35,1.0,43,200
2014-06-13,164,中度污染,85,130,36,0.9,43,229
2014-06-14,195,中度污染,111,163,38,1.1,59,260
2014-06-15,143,轻度污染,91,136,30,1.1,72,207
2014-06-16,51,良,32,52,14,0.6,30,72
2014-06-17,79,良,58,76,16,1.1,37,101
2014-06-18,75,良,55,67,18,0.8,39,109
2014-06-19,72,良,42,55,17,0.7,28,126
2014-06-20,62,良,44,56,15,0.9,36,108
2014-06-21,57,良,41,47,13,0.8,35,46
2014-06-22,59,良,42,65,17,0.8,38,90
2014-06-23,62,良,45,72,17,0.7,38,72
2014-06-24,115,轻度污染,78,106,27,0.8,44,177
2014-06-25,72,良,41,68,18,0.7,45,126
2014-06-26,39,优,27,28,10,0.8,52,55
2014-06-27,60,良,43,59,15,0.7,44,57
2014-06-28,130,轻度污染,99,120,18,1.2,43,161
2014-06-29,167,中度污染,127,153,27,1.1,54,191
2014-06-30,122,轻度污染,93,135,27,0.8,50,114
2014-07-01,88,良,65,80,10,0.8,38,78
2014-07-02,70,良,51,69,9,1.0,34,56
2014-07-03,125,轻度污染,95,113,19,1.3,44,159
2014-07-04,108,轻度污染,81,109,14,0.9,45,94
2014-07-05,55,良,39,60,8,0.8,33,84
2014-07-06,58,良,41,55,11,0.8,23,109
2014-07-07,90,良,67,94,19,0.9,42,135
2014-07-08,88,良,44,57,10,0.7,35,146
2014-07-09,91,良,68,95,14,0.8,28,100
2014-07-10,136,轻度污染,89,130,13,1.1,39,200
2014-07-11,210,重度污染,160,200,10,1.3,50,210
2014-07-12,99,良,63,85,16,1.0,35,159
2014-07-13,81,良,60,73,19,1.1,34,131
2014-07-14,122,轻度污染,74,89,19,0.9,38,184
2014-07-15,81,良,38,56,12,0.8,45,137
2014-07-16,58,良,41,60,24,0.9,47,58
2014-07-17,98,良,57,91,21,0.8,46,158
2014-07-18,53,良,25,51,14,0.6,29,103
2014-07-19,83,良,37,64,14,0.7,33,139
2014-07-20,91,良,32,63,13,0.6,32,149
2014-07-21,98,良,32,54,10,0.6,27,157
2014-07-22,99,良,29,61,11,0.6,28,159
2014-07-23,50,优,17,51,8,0.6,21,84
2014-07-24,54,良,19,58,7,0.5,18,79
2014-07-25,63,良,45,73,12,0.8,25,112
2014-07-26,158,中度污染,121,134,28,1.2,50,135
2014-07-27,94,良,70,60,12,0.9,37,111
2014-07-28,127,轻度污染,46,62,23,1.0,40,190
2014-07-29,135,轻度污染,74,92,18,0.8,38,198
2014-07-30,66,良,25,43,14,0.6,25,119
2014-07-31,44,优,20,44,11,0.6,25,67
2014-08-01,23,优,13,23,11,0.6,22,36
2014-08-02,51,良,31,52,14,0.7,31,60
2014-08-03,115,轻度污染,58,86,14,1.0,34,176
2014-08-04,158,中度污染,97,128,17,1.0,46,223
2014-08-05,164,中度污染,55,86,11,0.8,36,229
2014-08-06,140,轻度污染,47,70,16,0.8,36,204
2014-08-07,63,良,36,55,14,0.7,40,116
2014-08-08,63,良,45,65,12,1.0,34,77
2014-08-09,78,良,58,71,16,1.1,45,71
2014-08-10,74,良,54,72,17,1.1,40,104
2014-08-11,85,良,63,86,20,1.1,49,140
2014-08-12,57,良,35,64,13,0.8,54,76
2014-08-13,76,良,49,74,12,0.9,40,131
2014-08-14,38,优,22,32,10,1.0,38,76
2014-08-15,75,良,55,77,21,1.4,53,102
2014-08-16,77,良,56,65,13,1.0,51,89
2014-08-17,44,优,31,42,11,0.8,35,82
2014-08-18,66,良,48,57,20,1.2,56,58
2014-08-19,58,良,42,47,18,1.0,62,46
2014-08-20,61,良,44,58,16,1.0,55,58
2014-08-21,127,轻度污染,73,103,19,1.3,58,190
2014-08-22,98,良,54,71,12,0.8,36,157
2014-08-23,100,良,64,90,14,0.8,44,160
2014-08-24,87,良,61,87,17,0.9,37,144
2014-08-25,96,良,58,82,18,1.1,34,155
2014-08-26,124,轻度污染,94,113,22,1.2,71,137
2014-08-27,71,良,52,69,13,0.8,54,85
2014-08-28,78,良,58,76,17,0.8,48,110
2014-08-29,89,良,66,89,22,1.3,62,66
2014-08-30,70,良,51,74,20,0.9,48,120
2014-08-31,55,良,34,59,14,0.8,46,55
2014-09-01,61,良,44,59,16,1.0,35,91
2014-09-02,65,良,44,64,15,0.9,34,118
2014-09-03,63,良,34,51,10,1.1,27,116
2014-09-04,127,轻度污染,86,115,25,1.4,40,190
2014-09-05,140,轻度污染,99,120,19,1.1,41,204
2014-09-06,112,轻度污染,57,76,15,0.9,37,173
2014-09-07,97,良,47,64,15,0.8,40,156
2014-09-08,72,良,53,69,14,0.9,38,122
2014-09-09,88,良,47,66,13,0.8,37,146
2014-09-10,82,良,61,81,18,0.9,43,79
2014-09-11,62,良,25,53,19,0.8,53,114
2014-09-12,58,良,31,65,20,0.8,53,60
2014-09-13,33,优,23,30,12,0.7,41,54
2014-09-14,46,优,22,45,14,0.7,36,91
2014-09-15,58,良,17,43,14,0.7,39,109
2014-09-16,62,良,38,65,17,0.8,50,114
2014-09-17,54,良,28,58,16,0.8,49,80
2014-09-18,37,优,22,37,12,0.7,47,71
2014-09-19,70,良,51,68,22,1.2,69,46
2014-09-20,76,良,56,74,20,1.1,56,93
2014-09-21,54,良,20,39,13,0.5,39,105
2014-09-22,44,优,18,40,13,0.5,30,88
2014-09-23,31,优,14,20,12,0.6,26,62
2014-09-24,56,良,38,62,16,0.8,46,97
2014-09-25,105,轻度污染,59,95,21,0.9,70,165
2014-09-26,98,良,63,85,17,0.8,43,157
2014-09-27,98,良,55,76,16,0.8,43,157
2014-09-28,62,良,27,48,14,0.6,32,114
2014-09-29,67,良,48,79,21,1.0,46,85
2014-09-30,50,优,26,50,14,0.7,32,81
2014-10-01,61,良,40,72,22,0.9,59,109
2014-10-02,101,轻度污染,59,99,23,1.0,53,161
2014-10-03,85,良,63,87,22,0.9,42,142
2014-10-04,69,良,28,54,23,0.6,40,123
2014-10-05,71,良,52,89,27,0.9,47,124
2014-10-06,77,良,50,74,28,0.8,39,132
2014-10-07,81,良,48,72,27,0.8,55,137
2014-10-08,63,良,33,59,18,0.7,58,115
2014-10-09,66,良,34,55,16,0.6,52,119
2014-10-10,74,良,38,55,15,0.6,42,129
2014-10-11,70,良,51,72,18,0.7,40,109
2014-10-12,65,良,37,79,20,0.7,28,110
2014-10-13,67,良,31,84,19,0.6,37,106
2014-10-14,77,良,54,104,38,0.9,64,116
2014-10-15,143,轻度污染,110,168,45,1.4,98,166
2014-10-16,170,中度污染,129,191,34,1.3,109,119
2014-10-17,78,良,41,106,20,0.7,60,121
2014-10-18,51,良,18,51,13,0.5,42,82
2014-10-19,58,良,28,61,14,0.6,39,109
2014-10-20,97,良,73,124,28,1.0,77,146
2014-10-21,125,轻度污染,95,113,27,1.2,66,67
2014-10-22,125,轻度污染,95,125,24,1.1,55,131
2014-10-23,89,良,66,100,20,0.8,77,126
2014-10-24,83,良,46,73,20,0.6,59,140
2014-10-25,83,良,46,73,23,0.7,62,139
2014-10-26,95,良,71,115,31,0.9,79,140
2014-10-27,90,良,67,103,21,0.8,60,71
2014-10-28,63,良,31,75,20,0.6,58,85
2014-10-29,54,良,30,57,14,0.7,67,52
2014-10-30,81,良,60,70,18,0.9,72,29
2014-10-31,88,良,65,53,13,1.4,59,8
2014-11-01,89,良,66,77,20,1.3,49,16
2014-11-02,82,良,60,64,27,0.8,43,86
2014-11-03,73,良,53,89,38,0.9,68,72
2014-11-04,86,良,63,95,27,0.9,84,114
2014-11-05,98,良,73,113,28,1.0,96,106
2014-11-06,184,中度污染,139,165,41,1.4,77,95
2014-11-07,88,良,65,66,24,0.7,47,86
2014-11-08,56,良,40,50,23,0.7,50,57
2014-11-09,73,良,53,71,29,0.8,56,59
2014-11-10,123,轻度污染,94,107,36,0.9,64,96
2014-11-11,111,轻度污染,84,104,29,0.9,72,76
2014-11-12,202,重度污染,152,162,45,1.6,80,55
2014-11-13,87,良,64,124,49,1.1,76,60
2014-11-14,98,良,73,119,34,1.0,91,76
2014-11-15,74,良,54,84,23,0.8,78,75
2014-11-16,131,轻度污染,100,102,25,1.2,76,34
2014-11-17,170,中度污染,129,140,43,1.2,72,85
2014-11-18,112,轻度污染,85,106,48,1.2,68,65
2014-11-19,71,良,52,68,23,0.8,79,67
2014-11-20,88,良,65,92,31,0.9,81,68
2014-11-21,83,良,61,97,33,0.9,87,68
2014-11-22,127,轻度污染,97,128,36,1.4,95,54
2014-11-23,71,良,52,58,17,0.8,56,55
2014-11-24,54,良,38,38,18,1.0,47,46
2014-11-25,61,良,44,61,27,0.9,53,56
2014-11-26,95,良,71,103,41,1.3,71,46
2014-11-27,48,优,33,43,21,0.7,51,76
2014-11-28,83,良,62,67,22,1.4,53,65
2014-11-29,81,良,60,72,21,1.1,57,41
2014-11-30,64,良,46,44,17,1.4,49,42
2014-12-01,85,良,57,120,31,0.8,42,50
2014-12-02,66,良,39,82,43,1.5,44,39
2014-12-03,106,轻度污染,80,102,41,1.6,89,10
2014-12-04,105,轻度污染,79,106,41,1.2,62,42
2014-12-05,103,轻度污染,77,110,49,1.3,64,40
2014-12-06,106,轻度污染,80,123,40,1.4,80,36
2014-12-07,120,轻度污染,91,122,49,1.3,81,31
2014-12-08,150,轻度污染,115,142,53,1.5,67,50
2014-12-09,64,良,46,64,24,0.8,56,50
2014-12-10,83,良,61,85,27,1.2,69,15
2014-12-11,135,轻度污染,103,148,32,1.3,55,36
2014-12-12,101,轻度污染,76,132,43,1.2,63,39
2014-12-13,94,良,70,126,45,1.3,71,52
2014-12-14,128,轻度污染,97,137,55,1.5,90,40
2014-12-15,130,轻度污染,99,131,57,1.5,90,21
2014-12-16,98,良,73,146,42,1.0,53,50
2014-12-17,82,良,47,114,34,1.0,60,44
2014-12-18,87,良,64,106,38,0.9,79,39
2014-12-19,114,轻度污染,86,136,46,1.2,91,9
2014-12-20,95,良,71,111,41,1.0,67,41
2014-12-21,112,轻度污染,84,121,45,1.0,62,34
2014-12-22,91,良,68,115,40,1.0,68,43
2014-12-23,122,轻度污染,93,147,39,1.2,97,51
2014-12-24,172,中度污染,131,180,61,1.6,109,34
2014-12-25,98,良,74,80,27,0.9,58,50
2014-12-26,53,良,37,55,24,0.6,61,46
2014-12-27,59,良,42,63,19,0.7,67,47
2014-12-28,96,良,72,109,28,1.1,78,41
2014-12-29,158,中度污染,121,173,44,1.4,88,65
2014-12-30,168,中度污染,128,190,35,1.7,107,52
2014-12-31,183,中度污染,138,215,61,1.5,91,35
2015-01-06,148,轻度污染,113,99,30,1.2,58,35
2015-01-07,75,良,55,93,36,0.9,54,47
2015-01-08,178,中度污染,135,154,61,1.5,85,46
2015-01-09,198,中度污染,149,200,53,2.0,107,49
2015-01-10,208,重度污染,158,216,49,2.0,120,66
2015-01-11,221,重度污染,171,210,55,1.8,110,64
2015-01-12,51,良,36,38,16,0.6,44,45
2015-01-13,42,优,30,39,16,0.6,58,37
2015-01-14,70,良,51,49,14,0.9,54,24
2015-01-15,103,轻度污染,77,90,21,1.0,58,22
2015-01-16,121,轻度污染,92,115,24,1.0,55,29
2015-01-17,143,轻度污染,110,109,27,1.1,57,55
2015-01-18,124,轻度污染,94,120,35,1.0,66,69
2015-01-19,131,轻度污染,100,172,49,1.4,87,60
2015-01-20,79,良,53,108,25,0.8,78,61
2015-01-21,144,轻度污染,110,143,36,1.1,70,68
2015-01-22,177,中度污染,134,139,39,1.5,69,47
2015-01-23,192,中度污染,145,141,28,1.3,80,62
2015-01-24,176,中度污染,133,146,30,1.2,90,62
2015-01-25,213,重度污染,163,173,29,1.6,84,44
2015-01-26,172,中度污染,131,106,27,1.6,63,20
2015-01-27,89,良,66,57,17,0.7,40,62
2015-01-28,36,优,24,36,14,0.5,40,42
2015-01-29,43,优,30,31,12,0.6,53,34
2015-01-30,127,轻度污染,96,83,27,1.0,50,48
2015-01-31,65,良,47,53,27,0.8,46,57
2015-02-01,44,优,26,44,19,0.5,50,50
2015-02-02,71,良,52,65,20,0.7,65,16
2015-02-03,92,良,69,86,33,1.0,70,24
2015-02-04,217,重度污染,167,170,43,1.4,74,72
2015-02-05,133,轻度污染,101,101,39,1.1,65,67
2015-02-06,98,良,74,107,30,1.2,76,59
2015-02-07,136,轻度污染,104,120,45,1.3,93,69
2015-02-08,83,良,61,87,23,0.8,38,67
2015-02-09,53,良,34,55,17,0.6,46,63
2015-02-10,79,良,59,79,25,0.9,76,60
2015-02-11,107,轻度污染,80,103,30,1.0,70,100
2015-02-12,229,重度污染,179,219,62,1.8,76,77
2015-02-13,94,良,70,87,22,0.9,59,109
2015-02-14,105,轻度污染,79,102,17,0.9,51,122
2015-02-15,79,良,58,75,15,0.9,47,79
2015-02-16,126,轻度污染,95,91,15,1.3,37,89
2015-02-17,190,中度污染,143,179,13,1.4,44,108
2015-02-18,96,良,72,108,16,0.9,34,107
2015-02-19,55,良,39,56,13,0.5,20,91
2015-02-20,42,优,16,25,9,0.5,16,83
2015-02-21,66,良,48,39,8,1.0,26,48
2015-02-22,145,轻度污染,111,107,15,1.2,27,53
2015-02-23,85,良,61,120,13,0.9,30,81
2015-02-24,73,良,50,96,9,0.8,28,68
2015-02-25,49,优,34,43,9,0.8,48,71
2015-02-26,111,轻度污染,83,107,10,0.9,36,66
2015-02-27,41,优,29,38,11,0.7,39,65
2015-02-28,32,优,22,24,9,0.6,35,54
2015-03-01,85,良,63,66,16,0.8,34,79
2015-03-02,120,轻度污染,91,86,21,1.0,51,108
2015-03-03,108,轻度污染,82,70,17,0.9,44,95
2015-03-04,59,良,30,68,16,0.7,34,63
2015-03-05,43,优,22,43,11,0.6,37,69
2015-03-06,48,优,33,43,13,0.6,42,59
2015-03-07,75,良,55,62,16,0.8,59,50
2015-03-08,57,良,41,41,12,0.8,60,44
2015-03-09,71,良,52,52,12,0.9,38,58
2015-03-10,51,良,28,51,19,0.6,33,74
2015-03-11,62,良,44,69,22,0.7,59,74
2015-03-12,145,轻度污染,111,145,51,1.0,69,112
2015-03-13,124,轻度污染,94,140,33,1.2,91,90
2015-03-14,179,中度污染,135,118,20,1.4,88,47
2015-03-15,103,轻度污染,78,57,11,0.9,60,76
2015-03-16,60,良,43,28,11,0.7,48,56
2015-03-17,63,良,46,43,11,0.8,50,73
2015-03-18,69,良,50,46,13,1.1,59,42
2015-03-19,108,轻度污染,81,93,24,1.2,62,54
2015-03-20,96,良,72,63,14,0.9,65,73
2015-03-21,105,轻度污染,79,95,23,1.3,70,114
2015-03-22,102,轻度污染,76,137,20,1.2,74,109
2015-03-23,82,良,37,115,19,0.9,69,63
2015-03-24,54,良,25,59,16,0.7,62,79
2015-03-25,53,良,26,56,12,0.6,47,99
2015-03-26,55,良,26,47,10,0.6,37,106
2015-03-27,51,良,27,10,7,0.6,44,82
2015-03-28,120,轻度污染,91,121,30,1.1,82,108
2015-03-29,145,轻度污染,111,131,35,1.2,79,152
2015-03-30,65,良,47,48,14,0.8,49,117
2015-03-31,89,良,66,96,21,1.0,65,124
2015-04-01,105,轻度污染,79,105,20,1.2,90,72
2015-04-02,66,良,48,80,19,1.1,51,88
2015-04-03,97,良,73,89,16,1.3,51,54
2015-04-04,91,良,68,78,14,1.5,57,69
2015-04-05,86,良,64,56,17,1.2,51,66
2015-04-06,43,优,29,31,10,0.8,38,86
2015-04-07,42,优,27,42,12,0.6,37,74
2015-04-08,67,良,49,61,23,0.9,53,107
2015-04-09,58,良,42,66,24,0.7,74,83
2015-04-10,80,良,59,75,28,0.8,72,136
2015-04-11,71,良,52,78,20,0.7,70,116
2015-04-12,135,轻度污染,65,92,20,0.7,44,199
2015-04-13,68,良,39,66,13,0.7,31,122
2015-04-14,80,良,59,72,16,0.9,37,127
2015-04-15,107,轻度污染,80,132,43,1.0,98,108
2015-04-16,88,良,65,126,32,0.9,68,103
2015-04-17,97,良,37,144,13,0.6,46,116
2015-04-18,93,良,70,131,27,1.0,65,113
2015-04-19,150,轻度污染,115,110,31,1.5,70,83
2015-04-20,70,良,51,69,17,0.8,42,114
2015-04-21,88,良,66,115,36,1.1,88,140
2015-04-22,100,良,71,122,32,0.9,91,160
2015-04-23,110,轻度污染,79,115,31,0.9,76,171
2015-04-24,109,轻度污染,82,142,40,1.0,118,109
2015-04-25,137,轻度污染,104,128,34,1.1,100,201
2015-04-26,116,轻度污染,55,84,26,0.8,60,178
2015-04-27,99,良,55,85,24,0.8,45,159
2015-04-28,97,良,73,105,26,1.0,51,155
2015-04-29,69,良,48,57,16,0.8,44,123
2015-04-30,133,轻度污染,73,95,23,1.1,62,196
2015-05-01,115,轻度污染,64,65,11,0.7,38,176
2015-05-02,86,良,64,64,11,0.9,42,142
2015-05-03,100,良,60,74,18,0.9,37,160
2015-05-04,115,轻度污染,87,120,23,1.1,61,138
2015-05-05,85,良,27,74,17,0.6,56,142
2015-05-06,93,良,52,98,26,0.8,68,152
2015-05-07,140,轻度污染,73,103,27,0.8,56,204
2015-05-08,78,良,41,58,13,0.7,57,133
2015-05-09,56,良,32,40,10,0.6,40,107
2015-05-10,86,良,32,47,11,0.6,29,143
2015-05-11,56,良,32,41,11,0.7,31,107
2015-05-12,69,良,31,75,12,0.5,34,123
2015-05-13,109,轻度污染,44,97,34,0.8,64,170
2015-05-14,65,良,44,80,27,0.8,53,111
2015-05-15,45,优,31,44,18,1.0,55,66
2015-05-16,75,良,48,80,20,0.7,46,130
2015-05-17,88,良,42,68,16,0.6,47,146
2015-05-18,71,良,52,64,16,1.2,70,115
2015-05-19,127,轻度污染,85,103,18,1.3,62,190
