date,AQI,grade,PM25,PM10,SO2,CO,NO2,O3_8h
2018-11-30,129,轻度污染,98,138,6,1.0,82,70
2018-12-01,103,轻度污染,77,132,8,0.9,84,46
2018-12-02,78,良,56,73,6,0.6,62,33
2018-12-03,105,轻度污染,79,105,6,1.2,80,7
2018-12-04,55,良,20,38,4,0.6,44,37
2018-12-05,54,良,16,58,6,0.3,41,47
2018-12-06,43,优,19,30,5,0.3,34,50
2018-12-07,48,优,28,44,6,0.6,38,48
2018-12-08,52,良,33,54,8,0.6,36,34
2018-12-09,60,良,43,58,7,0.7,48,28
2018-12-10,49,优,14,17,4,0.3,39,41
2018-12-11,47,优,27,28,4,0.5,37,53
2018-12-12,108,轻度污染,81,96,13,1.2,59,39
2018-12-13,124,轻度污染,94,110,14,1.2,78,48
2018-12-14,93,良,69,94,10,1.0,66,38
2018-12-15,80,良,21,40,5,0.5,64,23
2018-12-16,108,轻度污染,81,111,6,1.0,54,50
2018-12-17,110,轻度污染,83,120,10,1.2,68,65
2018-12-18,107,轻度污染,78,134,13,1.4,93,56
2018-12-19,114,轻度污染,85,144,16,1.2,107,11
2018-12-20,90,良,47,73,7,0.9,72,38
2018-12-21,94,良,52,70,5,0.7,75,12
2018-12-22,57,良,39,42,4,0.6,45,38
2018-12-23,103,轻度污染,77,113,7,1.0,46,68
2018-12-24,72,良,38,79,7,0.7,57,55
2018-12-25,67,良,23,49,6,0.5,53,37
2018-12-26,39,优,15,18,4,0.5,31,56
2018-12-27,38,优,17,38,4,0.5,25,55
2018-12-28,52,良,29,54,7,0.6,31,47
2018-12-29,56,良,36,61,10,0.6,42,43
2018-12-30,60,良,43,58,9,0.9,46,25
2018-12-31,59,良,40,55,7,1.0,47,32
2019-01-01,58,良,41,52,8,1.0,39,52
2019-01-02,105,轻度污染,79,97,12,1.0,48,41
2019-01-03,92,良,68,84,9,0.9,66,32
2019-01-04,72,良,39,39,6,0.7,57,22
2019-01-05,59,良,27,27,5,1.0,47,24
2019-01-06,65,良,47,65,5,1.0,50,18
2019-01-07,65,良,40,50,5,0.7,52,34
2019-01-08,98,良,73,94,10,1.0,49,46
2019-01-09,60,良,29,38,6,0.6,48,41
2019-01-10,57,良,28,36,5,0.5,45,25
2019-01-11,62,良,23,23,4,0.6,49,25
2019-01-12,65,良,47,60,5,1.0,46,15
2019-01-13,115,轻度污染,87,115,7,1.5,56,39
2019-01-14,119,轻度污染,90,101,6,1.0,71,39
2019-01-15,162,中度污染,123,145,9,1.4,50,57
2019-01-16,62,良,35,73,10,1.0,42,42
2019-01-17,98,良,73,114,11,1.0,59,48
2019-01-18,113,轻度污染,85,123,11,1.2,67,80
2019-01-19,140,轻度污染,107,134,13,1.2,69,23
2019-01-20,142,轻度污染,108,92,12,1.2,54,64
2019-01-21,88,良,65,85,12,1.0,60,62
2019-01-22,119,轻度污染,90,113,14,1.2,68,76
2019-01-23,123,轻度污染,93,133,14,1.4,87,97
2019-01-24,168,中度污染,127,158,15,1.5,98,85
2019-01-25,72,良,52,72,10,0.7,52,76
2019-01-26,45,优,23,45,7,0.5,30,58
2019-01-27,54,良,29,48,7,0.5,43,78
2019-01-28,100,良,75,74,9,1.0,67,17
2019-01-29,99,良,74,95,7,1.0,62,34
2019-01-30,57,良,40,64,5,0.5,42,35
2019-01-31,34,优,18,34,3,0.4,20,67
2019-02-01,100,良,75,66,7,0.8,26,68
2019-02-02,90,良,67,74,7,0.8,36,60
2019-02-03,118,轻度污染,89,80,14,1.4,31,43
2019-02-04,138,轻度污染,105,147,8,1.2,27,89
2019-02-05,63,良,36,75,7,0.5,20,76
2019-02-06,100,良,75,80,7,0.9,23,74
2019-02-07,53,良,37,55,5,0.6,13,78
2019-02-08,37,优,14,27,6,0.3,16,73
2019-02-09,33,优,21,29,5,0.3,17,65
2019-02-10,34,优,20,28,5,0.4,19,68
2019-02-11,46,优,32,34,6,0.6,30,50
2019-02-12,58,良,41,37,6,0.6,37,51
2019-02-13,46,优,30,46,5,0.5,26,71
2019-02-14,43,优,30,43,5,0.6,34,75
2019-02-15,49,优,19,22,5,0.5,39,45
2019-02-16,67,良,48,71,6,0.7,29,61
2019-02-17,42,优,27,42,6,0.5,27,83
2019-02-18,57,良,25,25,6,0.5,45,48
2019-02-19,52,良,32,35,6,0.8,41,42
2019-02-20,90,良,67,68,5,0.8,43,53
2019-02-21,97,良,72,73,5,0.8,43,73
2019-02-22,82,良,60,61,6,0.9,44,62
2019-02-23,178,中度污染,134,150,9,1.3,68,53
2019-02-24,168,中度污染,127,135,12,1.5,80,110
2019-02-25,117,轻度污染,88,95,10,1.1,73,95
2019-02-26,69,良,50,58,5,0.6,47,77
2019-02-27,63,良,31,47,4,0.5,50,63
2019-02-28,69,良,46,60,6,0.8,55,60
2019-03-01,117,轻度污染,88,82,6,0.8,81,58
2019-03-02,99,良,74,76,5,0.7,52,80
2019-03-03,104,轻度污染,78,97,8,0.9,52,88
2019-03-04,128,轻度污染,97,122,8,0.9,61,110
2019-03-05,114,轻度污染,86,92,5,0.7,58,87
2019-03-06,115,轻度污染,87,98,5,0.9,48,97
2019-03-07,98,良,73,82,5,0.7,35,106
2019-03-08,48,优,21,44,4,0.4,38,81
2019-03-09,78,良,57,84,7,0.6,56,55
2019-03-10,82,良,60,71,7,0.8,56,40
2019-03-11,88,良,61,125,8,0.9,66,123
2019-03-12,84,良,44,118,12,0.8,57,113
2019-03-13,62,良,27,74,8,0.5,42,82
2019-03-14,59,良,41,56,8,0.4,47,76
2019-03-15,74,良,46,75,9,0.5,59,109
2019-03-16,78,良,46,82,11,0.5,62,117
2019-03-17,124,轻度污染,94,119,13,0.8,74,149
2019-03-18,68,良,49,45,6,0.4,42,90
2019-03-19,77,良,45,55,8,0.4,48,132
2019-03-20,51,良,34,51,9,0.6,35,88
2019-03-21,92,良,68,65,11,0.8,42,71
2019-03-22,39,优,14,39,7,0.3,27,74
2019-03-23,50,优,31,48,9,0.5,40,96
2019-03-24,75,良,55,73,9,0.5,38,129
2019-03-25,78,良,57,68,9,0.6,51,98
2019-03-26,73,良,51,75,11,0.6,58,113
2019-03-27,88,良,58,75,11,0.7,70,83
2019-03-28,102,轻度污染,76,84,9,0.8,68,47
2019-03-29,84,良,62,79,9,0.6,53,94
2019-03-30,94,良,70,102,10,0.8,49,101
2019-03-31,54,良,14,57,8,0.4,28,94
2019-04-01,70,良,29,61,10,0.4,42,124
2019-04-02,75,良,35,72,10,0.5,60,110
2019-04-03,95,良,65,97,11,0.7,76,110
2019-04-04,60,良,43,48,7,0.4,43,80
2019-04-05,98,良,53,85,10,0.7,58,157
2019-04-06,90,良,60,87,14,0.6,59,147
2019-04-07,110,轻度污染,70,101,15,0.8,51,171
2019-04-08,108,轻度污染,81,108,13,0.8,55,161
2019-04-09,51,良,29,51,9,0.5,24,89
2019-04-10,43,优,30,38,6,0.5,29,64
2019-04-11,55,良,27,44,9,0.4,44,91
2019-04-12,90,良,56,72,9,0.6,49,147
2019-04-13,90,良,28,45,10,0.4,31,147
2019-04-14,68,良,49,67,11,0.5,39,107
2019-04-15,72,良,34,57,9,0.5,35,126
2019-04-16,55,良,22,57,10,0.4,36,105
2019-04-17,107,轻度污染,66,92,9,0.5,47,167
2019-04-18,114,轻度污染,46,79,10,0.5,45,175
2019-04-19,64,良,46,65,7,0.4,37,107
2019-04-20,41,优,19,39,6,0.3,30,81
2019-04-21,55,良,39,37,6,0.3,37,50
2019-04-22,59,良,26,32,5,0.3,47,26
2019-04-23,59,良,39,53,5,0.8,47,87
2019-04-24,97,良,72,82,7,1.0,61,84
2019-04-25,68,良,46,59,5,0.5,39,121
2019-04-26,48,优,24,48,4,0.4,35,64
2019-04-27,63,良,17,41,5,0.3,35,115
2019-04-28,79,良,58,55,5,0.6,47,70
2019-04-29,68,良,49,49,4,0.6,50,39
2019-04-30,59,良,42,48,4,0.6,39,59
2019-05-01,72,良,49,81,6,0.6,47,126
2019-05-02,75,良,32,88,6,0.6,57,129
2019-05-03,80,良,27,72,6,0.3,45,135
2019-05-04,102,轻度污染,25,55,6,0.3,38,162
2019-05-05,98,良,42,63,6,0.5,39,157
2019-05-06,50,优,23,46,5,0.2,21,99
2019-05-07,60,良,14,48,7,0.3,34,112
2019-05-08,91,良,23,50,6,0.3,40,149
2019-05-09,158,中度污染,40,70,7,0.4,44,223
2019-05-10,168,中度污染,39,67,5,0.3,35,233
2019-05-11,160,中度污染,47,72,7,0.3,37,225
2019-05-12,122,轻度污染,37,61,6,0.3,34,184
2019-05-13,48,优,31,48,6,0.3,36,96
2019-05-14,50,优,24,36,5,0.2,31,100
2019-05-15,37,优,19,26,4,0.2,29,61
2019-05-16,63,良,45,57,5,0.5,47,66
2019-05-17,50,优,26,42,5,0.3,40,93
2019-05-18,48,优,33,46,5,0.4,33,88
2019-05-19,78,良,45,54,5,0.4,31,133
2019-05-20,78,良,21,77,8,0.3,32,133
2019-05-21,117,轻度污染,27,76,10,0.3,43,178
2019-05-22,128,轻度污染,49,93,12,0.5,58,190
2019-05-23,135,轻度污染,51,88,12,0.5,49,198
2019-05-24,116,轻度污染,49,86,9,0.5,42,177
2019-05-25,52,良,31,53,5,0.4,31,95
2019-05-26,36,优,25,30,4,0.3,25,62
2019-05-27,47,优,22,36,5,0.4,23,93
2019-05-28,64,良,13,35,7,0.4,35,116
2019-05-29,84,良,21,46,9,0.4,44,140
2019-05-30,82,良,31,58,10,0.5,65,76
2019-05-31,124,轻度污染,63,68,8,0.8,51,186
2019-06-01,63,良,44,54,8,0.5,31,115
2019-06-02,95,良,19,32,8,0.4,26,154
2019-06-03,142,轻度污染,30,43,8,0.5,28,206
2019-06-04,151,中度污染,32,52,5,0.5,30,216
2019-06-05,120,轻度污染,31,52,3,0.5,27,181
2019-06-06,47,优,16,34,4,0.5,20,94
2019-06-07,86,良,18,28,4,0.5,20,143
2019-06-08,115,轻度污染,24,40,4,0.5,20,176
2019-06-09,122,轻度污染,24,37,3,0.5,17,184
2019-06-10,81,良,37,62,4,0.7,30,137
2019-06-11,91,良,26,40,4,0.5,24,149
2019-06-12,73,良,18,32,4,0.4,21,127
2019-06-13,48,优,21,31,4,0.5,26,95
2019-06-14,83,良,21,32,6,0.5,26,139
2019-06-15,189,中度污染,42,70,8,0.7,41,254
2019-06-16,164,中度污染,65,95,8,0.7,44,229
2019-06-17,95,良,30,61,7,0.5,33,154
